PolicyKey,PolicyNumber,OrgKey,PlanKey,AgentKey,AdjustmentDate,DateOfCommencement,ModeOfPayment,ChequeEncashmentDetails,PolicyStatus,PremiumInstallmentAmount,FUPDate,Gaps,SumAssured,Budget,PolicyVintageBucket,HasMobile,HasEmail,HasNEFT,HasPAN
163,POL0000163,3,8,74,2025-07-12,2025-07-17,Half-yearly,NA,Inforce,1484.94,2026-03-01,2,362614.89,46382.35,Less than 1 year,1,0,1,1
164,POL0000164,10,1,58,2026-01-01,2026-01-14,Monthly,Honoured,Inforce,3103.86,2026-10-17,3,948372.03,43921.24,Less than 1 year,1,0,1,0
165,POL0000165,6,9,23,2024-02-03,2024-02-17,Single,Honoured,Cheque Dishonor,2056.41,2024-12-12,4,275779.92,35033.45,>=2 years and <3 years,1,1,0,0
166,POL0000166,34,9,79,2024-02-24,2024-03-05,Monthly,NA,Inforce,3097.77,2024-12-21,4,168021.78,23188.11,>=2 years and <3 years,1,0,1,0
167,POL0000167,27,6,77,2024-09-16,2024-09-30,Single,NA,Inforce,1061.85,2025-05-18,4,327461.59,137629.12,>=1 year and <2 years,1,0,0,1
168,POL0000168,22,2,72,2024-12-06,2024-12-09,Half-yearly,NA,Inforce,1042.9,2025-10-04,0,1174343.58,74963.66,>=1 year and <2 years,1,0,0,0
169,POL0000169,39,3,43,2025-09-30,2025-10-05,Single,NA,Lapsed,4233.91,2026-07-26,2,390128.77,58726.43,Less than 1 year,1,1,1,0
170,POL0000170,20,11,51,2023-09-10,2023-09-12,Monthly,Honoured,Inforce,1289.04,2023-12-31,4,119547.54,94897.97,>=2 years and <3 years,1,0,1,1
171,POL0000171,36,7,43,2023-10-16,2023-10-21,Half-yearly,NA,Inforce,2201.75,2024-03-14,2,55591.4,48096.18,>=2 years and <3 years,1,1,1,1
172,POL0000172,34,2,55,2025-05-05,2025-05-14,Quarterly,NA,Inforce,754.13,2026-04-11,1,354963.69,26275.43,Less than 1 year,1,1,0,0
173,POL0000173,14,6,63,2024-08-27,2024-09-15,Monthly,Dishonoured,Inforce,2172.36,2025-07-21,5,213622.9,132028.02,>=1 year and <2 years,1,1,1,1
174,POL0000174,19,2,65,2024-09-19,2024-10-01,Half-yearly,Honoured,Lapsed,3009.96,2025-07-14,3,118145.86,304875.3,>=1 year and <2 years,1,0,0,0
175,POL0000175,3,11,44,2025-03-30,2025-04-26,Yearly,NA,Inforce,2137.74,2025-07-18,1,362616.86,45493.1,Less than 1 year,1,0,1,1
176,POL0000176,10,3,24,2025-01-31,2025-02-09,Half-yearly,Honoured,Inforce,3169.57,2025-05-25,1,168057.88,29620.71,>=1 year and <2 years,1,0,0,1
177,POL0000177,11,12,57,2025-06-16,2025-06-21,Single,NA,Inforce,4062.36,2026-06-14,1,219236.41,56710.25,Less than 1 year,1,0,1,1
178,POL0000178,29,10,37,2024-04-08,2024-05-07,Half-yearly,Honoured,Inforce,2755.3,2024-06-07,2,84276.57,51143.68,>=1 year and <2 years,1,1,1,0
179,POL0000179,16,5,61,2025-10-05,2025-10-11,Yearly,NA,Inforce,2544.53,2026-05-21,3,51030.96,68249.97,Less than 1 year,1,1,0,1
180,POL0000180,37,8,60,2023-09-01,2023-09-13,Half-yearly,Honoured,Inforce,945.3,2023-12-04,2,637781.1,20604.87,>=2 years and <3 years,1,1,0,1
181,POL0000181,27,3,26,2025-06-15,2025-07-06,Half-yearly,NA,Inforce,3136.39,2025-09-29,2,387789.32,61977.02,Less than 1 year,1,1,0,1
182,POL0000182,42,8,48,2024-06-26,2024-07-10,Quarterly,NA,Inforce,1065.27,2024-10-06,1,889161.92,78987.86,>=1 year and <2 years,1,0,0,1
183,POL0000183,8,5,11,2025-01-16,2025-01-24,Half-yearly,NA,Lapsed,2436.94,2025-05-26,0,174395.42,80716.21,>=1 year and <2 years,1,0,1,1
184,POL0000184,10,7,12,2023-07-02,2023-07-07,Yearly,NA,Inforce,2570.82,2023-12-29,4,768305.73,59453.95,>=2 years and <3 years,0,0,1,1
185,POL0000185,23,1,54,2025-10-24,2025-11-19,Single,NA,Inforce,1202.45,2026-01-21,3,337151.74,49239.14,Less than 1 year,1,0,0,1
186,POL0000186,6,6,29,2023-06-01,2023-06-28,Single,Honoured,Inforce,2212.28,2024-06-22,4,448640.28,5693.5,>=2 years and <3 years,1,1,1,1
187,POL0000187,42,6,19,2024-10-03,2024-10-21,Monthly,NA,Inforce,2245.88,2025-08-26,4,200036.59,157215.5,>=1 year and <2 years,1,1,1,1
188,POL0000188,9,12,61,2024-04-02,2024-04-26,Monthly,NA,Inforce,869.71,2024-05-28,4,332513.26,428495.24,>=1 year and <2 years,1,1,1,0
189,POL0000189,17,4,20,2023-11-29,2023-12-01,Quarterly,Honoured,Inforce,2859.57,2024-07-24,5,375909.03,26661.23,>=2 years and <3 years,1,0,0,1
190,POL0000190,8,5,31,2023-12-29,2024-01-21,Monthly,NA,Inforce,948.63,2024-05-09,3,401578.29,26013.34,>=2 years and <3 years,1,1,0,1
191,POL0000191,40,8,9,2025-01-21,2025-02-05,Monthly,Honoured,Inforce,1703.34,2025-08-06,2,195025.34,62500.58,>=1 year and <2 years,1,0,1,0
192,POL0000192,2,11,66,2024-11-09,2024-11-16,Quarterly,Honoured,Inforce,1091.03,2025-03-01,4,346029.02,16246.36,>=1 year and <2 years,1,1,1,1
193,POL0000193,1,10,46,2024-06-19,2024-06-19,Monthly,NA,Inforce,1270.64,2024-12-14,4,335935.12,6166.85,>=1 year and <2 years,1,1,1,0
194,POL0000194,6,9,47,2024-03-05,2024-03-11,Single,NA,Inforce,2265.78,2025-01-16,4,50000.0,89024.77,>=2 years and <3 years,1,0,0,0
195,POL0000195,33,9,3,2025-09-19,2025-09-29,Monthly,NA,Inforce,3596.88,2026-02-03,1,693419.19,14212.27,Less than 1 year,1,0,1,1
196,POL0000196,24,5,3,2024-10-28,2024-11-22,Monthly,NA,Inforce,1819.8,2025-01-19,4,309142.11,46073.56,>=1 year and <2 years,1,1,0,1
197,POL0000197,41,2,75,2025-05-09,2025-05-19,Half-yearly,NA,Inforce,1099.98,2025-07-10,1,155707.51,55270.45,Less than 1 year,1,1,0,1
198,POL0000198,35,6,23,2026-02-04,2026-02-25,Half-yearly,NA,Cheque Dishonor,1570.67,2027-01-17,0,385614.32,32119.08,Less than 1 year,1,0,0,1
199,POL0000199,31,11,24,2026-03-11,2026-03-28,Half-yearly,NA,Inforce,4834.64,2026-08-18,3,1178193.53,384868.91,Less than 1 year,1,1,0,0
200,POL0000200,30,1,38,2024-12-02,2024-12-23,Monthly,Honoured,Lapsed,1325.78,2025-10-01,2,267295.55,16726.2,>=1 year and <2 years,1,1,0,1
201,POL0000201,21,5,66,2025-10-10,2025-11-04,Monthly,Honoured,Inforce,1906.86,2025-12-16,4,106432.35,232178.29,Less than 1 year,1,0,1,1
202,POL0000202,3,11,25,2025-03-02,2025-03-20,Monthly,Honoured,Inforce,6011.68,2025-05-29,0,323802.48,5580.54,>=1 year and <2 years,0,1,1,0
203,POL0000203,42,6,35,2024-10-12,2024-10-25,Monthly,NA,Lapsed,2995.83,2025-04-16,1,79607.95,49645.56,>=1 year and <2 years,1,0,0,1
204,POL0000204,29,7,44,2023-11-22,2023-12-09,Yearly,NA,Inforce,2287.47,2024-02-12,5,210476.24,48244.77,>=2 years and <3 years,1,1,1,0
205,POL0000205,34,5,11,2023-09-15,2023-09-22,Half-yearly,NA,Inforce,3328.47,2024-09-03,3,309679.32,118710.04,>=2 years and <3 years,0,1,1,1
206,POL0000206,12,9,38,2025-04-14,2025-04-22,Monthly,NA,Inforce,1894.61,2026-01-29,5,632634.94,77293.28,Less than 1 year,1,0,0,1
207,POL0000207,20,8,78,2024-05-19,2024-06-04,Half-yearly,NA,Inforce,1474.77,2024-09-17,1,597172.63,203355.9,>=1 year and <2 years,0,0,0,1
208,POL0000208,29,1,46,2023-05-12,2023-05-21,Quarterly,NA,Inforce,3206.12,2023-07-17,3,321871.63,60925.36,>=2 years and <3 years,1,1,1,1
209,POL0000209,4,2,52,2024-10-28,2024-10-31,Monthly,Honoured,Inforce,4236.19,2025-05-27,5,105166.53,7989.01,>=1 year and <2 years,1,1,1,1
210,POL0000210,2,3,78,2023-08-01,2023-08-06,Half-yearly,NA,Inforce,2872.15,2024-06-30,1,513614.98,76679.8,>=2 years and <3 years,1,1,0,1
211,POL0000211,16,11,47,2024-10-18,2024-11-05,Monthly,Honoured,Inforce,3704.92,2025-07-19,2,928706.66,125676.6,>=1 year and <2 years,0,1,1,0
212,POL0000212,10,11,58,2024-04-03,2024-04-20,Yearly,NA,Inforce,2879.55,2025-03-17,1,191394.6,28715.86,>=1 year and <2 years,1,0,1,1
213,POL0000213,37,3,68,2025-12-31,2026-01-14,Monthly,NA,Inforce,5879.6,2026-10-19,1,535749.24,179813.23,Less than 1 year,1,1,1,0
214,POL0000214,8,1,24,2023-12-27,2024-01-14,Quarterly,NA,Inforce,2818.12,2024-08-06,4,463158.37,125723.42,>=2 years and <3 years,1,1,1,1
215,POL0000215,17,5,58,2025-10-31,2025-11-06,Monthly,NA,Inforce,985.78,2026-01-29,2,209307.86,18989.01,Less than 1 year,0,1,0,1
216,POL0000216,32,4,16,2024-02-26,2024-03-25,Monthly,NA,Inforce,1245.76,2024-10-12,0,337525.26,32758.75,>=2 years and <3 years,1,0,1,1
217,POL0000217,29,2,41,2023-06-12,2023-07-08,Half-yearly,Honoured,Inforce,5106.3,2024-06-17,3,183266.84,125817.98,>=2 years and <3 years,1,1,1,0
218,POL0000218,19,5,21,2023-10-18,2023-11-13,Half-yearly,Honoured,Inforce,4921.85,2024-08-11,3,115568.82,29583.58,>=2 years and <3 years,1,1,1,1
219,POL0000219,24,9,29,2025-06-04,2025-06-18,Monthly,NA,Inforce,1489.41,2026-01-09,4,101870.58,211839.56,Less than 1 year,1,0,1,1
220,POL0000220,32,1,47,2024-09-03,2024-10-01,Quarterly,NA,Inforce,2646.36,2024-12-01,4,52430.55,35527.75,>=1 year and <2 years,1,1,1,1
221,POL0000221,36,3,79,2024-06-27,2024-07-11,Yearly,NA,Inforce,2586.07,2024-09-26,1,72433.13,27756.12,>=1 year and <2 years,1,0,1,0
222,POL0000222,31,9,53,2023-12-31,2024-01-20,Half-yearly,Honoured,Inforce,1758.85,2024-06-16,5,179718.26,39182.05,>=2 years and <3 years,1,1,1,1
223,POL0000223,21,11,10,2024-08-09,2024-08-13,Monthly,NA,Inforce,1930.96,2025-05-01,2,248418.56,37939.6,>=1 year and <2 years,1,1,1,0
224,POL0000224,36,11,76,2025-07-08,2025-07-11,Monthly,Dishonoured,Inforce,2848.11,2026-01-08,1,443508.64,58299.04,Less than 1 year,1,1,1,1
225,POL0000225,4,2,67,2023-09-06,2023-09-06,Monthly,NA,Inforce,2816.01,2024-06-16,2,157394.76,14699.36,>=2 years and <3 years,1,0,1,1
226,POL0000226,15,6,67,2023-12-26,2024-01-18,Yearly,Honoured,Inforce,3162.93,2024-11-01,4,278815.55,31009.18,>=2 years and <3 years,0,1,1,1
227,POL0000227,41,9,36,2024-11-06,2024-11-10,Monthly,NA,Inforce,1076.18,2025-01-09,5,278224.08,18396.95,>=1 year and <2 years,1,1,1,0
228,POL0000228,33,11,22,2024-02-12,2024-02-26,Quarterly,NA,Inforce,2484.75,2024-11-25,5,340774.41,48752.1,>=2 years and <3 years,1,1,0,1
229,POL0000229,40,12,78,2026-03-13,2026-04-12,Monthly,Honoured,Inforce,2702.69,2027-03-03,3,103234.49,13295.05,Less than 1 year,1,0,1,1
230,POL0000230,2,2,6,2025-12-21,2026-01-20,Yearly,Honoured,Inforce,1859.32,2026-10-14,1,218383.22,55389.85,Less than 1 year,1,1,1,1
231,POL0000231,14,10,54,2024-05-12,2024-05-20,Quarterly,NA,Lapsed,4348.69,2024-10-31,2,1389832.31,25151.75,>=1 year and <2 years,1,0,1,1
232,POL0000232,35,5,39,2023-05-16,2023-06-12,Quarterly,Honoured,Inforce,1274.45,2024-03-17,0,112619.92,141893.62,>=2 years and <3 years,1,1,1,0
233,POL0000233,20,8,10,2025-12-15,2026-01-13,Half-yearly,NA,Inforce,843.8,2026-04-03,4,125144.15,13595.23,Less than 1 year,1,1,1,1
234,POL0000234,30,4,44,2025-08-01,2025-08-06,Quarterly,NA,Inforce,4459.43,2025-12-30,0,458673.04,41913.97,Less than 1 year,1,1,1,1
235,POL0000235,23,7,17,2025-09-17,2025-09-18,Half-yearly,NA,Inforce,1771.99,2026-01-17,1,291839.09,52478.33,Less than 1 year,1,1,1,1
236,POL0000236,16,8,16,2023-12-03,2023-12-09,Monthly,NA,Inforce,2749.34,2024-07-27,5,558604.02,45890.85,>=2 years and <3 years,1,1,0,0
237,POL0000237,19,7,79,2025-06-09,2025-07-05,Monthly,Dishonoured,Lapsed,2705.85,2025-09-30,2,323583.28,101315.85,Less than 1 year,1,0,1,0
238,POL0000238,21,10,41,2024-07-30,2024-08-22,Monthly,NA,Cheque Dishonor,893.69,2024-12-22,3,556285.64,38873.54,>=1 year and <2 years,1,1,0,1
239,POL0000239,30,8,40,2025-06-30,2025-07-08,Quarterly,NA,Inforce,3159.97,2026-05-20,0,621896.02,59784.34,Less than 1 year,1,1,0,1
240,POL0000240,30,4,28,2025-10-27,2025-11-23,Quarterly,NA,Inforce,3974.16,2026-09-03,1,310802.01,24138.54,Less than 1 year,1,1,1,1
241,POL0000241,39,11,61,2025-01-24,2025-02-10,Monthly,NA,Inforce,3220.91,2025-08-21,4,324467.06,409969.85,>=1 year and <2 years,1,0,0,1
242,POL0000242,9,5,47,2026-01-06,2026-01-22,Half-yearly,NA,Inforce,4154.01,2026-05-08,4,821452.7,45904.09,Less than 1 year,0,1,0,0
243,POL0000243,37,9,25,2024-01-10,2024-01-11,Monthly,NA,Inforce,1420.04,2024-04-10,4,224142.19,56072.71,>=2 years and <3 years,1,1,1,0
244,POL0000244,29,9,36,2024-01-11,2024-02-07,Half-yearly,NA,Inforce,3585.39,2024-06-03,1,156995.87,91997.31,>=2 years and <3 years,1,1,1,0
245,POL0000245,9,2,51,2025-07-13,2025-07-27,Monthly,Dishonoured,Inforce,5457.47,2025-11-20,2,486762.91,153624.8,Less than 1 year,1,0,0,1
246,POL0000246,24,3,26,2024-03-22,2024-04-02,Quarterly,NA,Inforce,1309.62,2025-01-04,2,113352.17,67596.83,>=1 year and <2 years,1,1,1,1
247,POL0000247,3,3,43,2023-08-06,2023-08-26,Half-yearly,NA,Inforce,8926.08,2024-04-09,3,67612.62,20285.06,>=2 years and <3 years,1,0,1,1
248,POL0000248,33,3,42,2026-01-20,2026-01-31,Yearly,NA,Inforce,3475.3,2026-08-06,1,142440.4,20344.13,Less than 1 year,1,1,1,1
249,POL0000249,40,12,39,2024-03-01,2024-03-20,Quarterly,NA,Inforce,2197.24,2024-07-10,2,194835.25,42642.43,>=2 years and <3 years,1,1,0,1
250,POL0000250,32,12,73,2023-08-13,2023-09-10,Monthly,Honoured,Inforce,3250.74,2024-02-05,0,211965.2,101837.37,>=2 years and <3 years,0,1,1,1
251,POL0000251,8,7,75,2023-05-03,2023-05-06,Monthly,Honoured,Lapsed,2516.97,2023-06-15,3,178461.37,13131.54,>=2 years and <3 years,1,1,0,0
252,POL0000252,41,1,77,2024-10-24,2024-11-19,Quarterly,Dishonoured,Inforce,2877.35,2025-01-21,3,476852.9,357559.0,>=1 year and <2 years,1,1,1,1
253,POL0000253,38,10,30,2025-05-09,2025-05-30,Half-yearly,NA,Inforce,1436.49,2026-02-16,0,290761.5,46101.7,Less than 1 year,1,1,0,0
254,POL0000254,41,12,80,2024-12-31,2025-01-18,Half-yearly,NA,Inforce,4401.07,2025-09-08,1,182612.71,12038.05,>=1 year and <2 years,1,1,0,0
255,POL0000255,16,1,74,2024-03-07,2024-03-30,Yearly,NA,Inforce,3748.58,2024-07-18,2,685954.58,17250.09,>=1 year and <2 years,1,1,0,0
256,POL0000256,21,7,20,2025-02-03,2025-03-05,Monthly,NA,Inforce,1561.15,2025-08-13,2,256671.89,76851.32,>=1 year and <2 years,1,1,0,1
257,POL0000257,40,8,8,2025-02-01,2025-03-01,Half-yearly,NA,Inforce,3209.49,2026-02-14,0,497105.49,113247.65,>=1 year and <2 years,1,0,1,1
258,POL0000258,31,9,49,2023-08-24,2023-09-10,Monthly,NA,Lapsed,760.18,2024-07-15,3,303222.53,135161.38,>=2 years and <3 years,1,1,0,0
259,POL0000259,22,9,46,2025-09-26,2025-10-07,Half-yearly,Honoured,Inforce,4476.74,2026-06-13,0,428851.92,139680.22,Less than 1 year,1,1,0,1
260,POL0000260,17,10,62,2026-03-17,2026-04-12,Monthly,NA,Inforce,1594.07,2026-06-06,0,234835.96,32163.2,Less than 1 year,1,1,1,1
261,POL0000261,15,5,37,2024-02-06,2024-03-01,Half-yearly,NA,Inforce,7984.64,2024-04-09,3,842695.53,63263.05,>=2 years and <3 years,1,1,1,0
262,POL0000262,31,6,72,2023-08-01,2023-08-21,Yearly,Honoured,Inforce,3114.57,2024-06-02,1,414788.32,373519.65,>=2 years and <3 years,1,1,1,1
263,POL0000263,8,10,70,2025-07-15,2025-07-22,Monthly,Dishonoured,Inforce,598.25,2025-09-03,0,50815.58,187722.82,Less than 1 year,1,1,0,1
264,POL0000264,10,5,6,2024-07-20,2024-07-24,Monthly,Honoured,Inforce,2450.1,2024-09-30,0,321022.59,603481.45,>=1 year and <2 years,1,1,1,1
265,POL0000265,29,11,33,2024-04-09,2024-05-02,Half-yearly,NA,Inforce,728.65,2024-12-06,0,574310.99,20888.58,>=1 year and <2 years,1,1,1,1
266,POL0000266,18,9,35,2025-01-28,2025-02-15,Monthly,NA,Inforce,3630.07,2025-11-04,4,351365.68,17207.7,>=1 year and <2 years,1,1,1,1
267,POL0000267,16,1,68,2024-11-04,2024-12-02,Monthly,NA,Inforce,6412.76,2025-11-02,5,226324.64,77039.93,>=1 year and <2 years,1,1,1,1
268,POL0000268,22,12,61,2023-08-28,2023-08-30,Monthly,Honoured,Inforce,4013.39,2024-06-11,0,247901.97,45092.81,>=2 years and <3 years,1,0,0,1
269,POL0000269,36,3,53,2023-05-31,2023-06-21,Half-yearly,Honoured,Inforce,2564.77,2023-10-17,4,241005.39,101832.52,>=2 years and <3 years,1,1,0,0
270,POL0000270,42,4,37,2023-06-04,2023-06-22,Monthly,NA,Lapsed,3733.79,2023-12-07,2,289393.2,8561.38,>=2 years and <3 years,1,1,1,1
271,POL0000271,6,11,74,2025-10-02,2025-10-19,Monthly,Honoured,Lapsed,1917.73,2026-04-28,2,179184.48,84932.43,Less than 1 year,1,1,0,0
272,POL0000272,3,3,54,2025-08-19,2025-09-07,Yearly,NA,Lapsed,3532.06,2025-10-15,3,80301.27,64954.23,Less than 1 year,1,0,0,1
273,POL0000273,26,8,24,2024-06-09,2024-06-27,Yearly,Dishonoured,Lapsed,899.99,2024-08-01,4,729061.57,169543.55,>=1 year and <2 years,1,1,1,0
274,POL0000274,3,1,39,2023-05-10,2023-06-01,Quarterly,NA,Cheque Dishonor,2112.45,2023-09-27,2,211705.98,54754.86,>=2 years and <3 years,1,1,0,1
275,POL0000275,19,8,70,2026-03-12,2026-03-19,Quarterly,Honoured,Inforce,1002.98,2026-07-02,2,132837.96,54830.58,Less than 1 year,1,0,1,1
276,POL0000276,33,8,35,2025-12-10,2026-01-08,Monthly,NA,Inforce,2950.99,2026-04-12,0,270424.65,53256.77,Less than 1 year,1,1,1,0
277,POL0000277,30,11,33,2025-04-10,2025-04-25,Half-yearly,NA,Inforce,1994.97,2025-12-21,4,554992.82,104503.1,Less than 1 year,1,1,0,0
278,POL0000278,19,10,25,2023-06-01,2023-06-17,Monthly,Honoured,Lapsed,2638.07,2024-05-07,2,184953.34,9524.59,>=2 years and <3 years,1,1,0,1
279,POL0000279,28,9,42,2023-04-23,2023-04-30,Single,NA,Inforce,1639.9,2024-04-28,1,210898.33,164395.79,>=2 years and <3 years,1,1,0,1
280,POL0000280,9,8,42,2026-02-15,2026-03-15,Yearly,NA,Inforce,3549.45,2027-02-26,4,308884.39,8033.06,Less than 1 year,1,1,1,0
281,POL0000281,29,5,43,2025-12-18,2026-01-05,Monthly,Honoured,Inforce,2848.39,2026-03-24,2,276868.96,45111.31,Less than 1 year,1,1,1,1
282,POL0000282,42,6,31,2023-08-29,2023-09-14,Single,NA,Inforce,2496.63,2023-10-29,5,171120.66,99621.99,>=2 years and <3 years,1,1,1,1
283,POL0000283,26,11,65,2025-07-07,2025-08-05,Yearly,Honoured,Inforce,1799.39,2026-03-07,4,466960.14,62554.94,Less than 1 year,1,1,1,1
284,POL0000284,8,11,38,2023-08-05,2023-08-28,Monthly,NA,Cooling Off,3100.52,2024-05-11,3,234646.66,29099.13,>=2 years and <3 years,1,1,0,1
285,POL0000285,31,3,59,2025-03-20,2025-04-06,Half-yearly,NA,Inforce,2516.53,2025-10-12,4,467768.98,10715.56,Less than 1 year,1,0,1,0
286,POL0000286,36,8,69,2024-05-20,2024-05-20,Half-yearly,Honoured,Inforce,848.75,2024-10-16,0,517855.62,46946.63,>=1 year and <2 years,1,1,1,1
287,POL0000287,39,2,68,2023-07-05,2023-07-17,Monthly,Honoured,Inforce,2895.33,2024-03-17,5,260814.14,128136.89,>=2 years and <3 years,1,1,1,0
288,POL0000288,37,2,8,2024-12-11,2025-01-09,Half-yearly,Honoured,Inforce,3192.89,2025-11-16,4,563275.38,47991.35,>=1 year and <2 years,1,1,1,1
289,POL0000289,35,3,22,2025-08-06,2025-08-26,Monthly,NA,Inforce,912.86,2026-01-04,5,212062.38,7656.06,Less than 1 year,1,1,1,1
290,POL0000290,14,12,75,2024-05-16,2024-06-11,Quarterly,Honoured,Inforce,6112.68,2025-05-14,5,311260.13,165234.22,>=1 year and <2 years,1,0,0,1
291,POL0000291,4,8,17,2025-05-19,2025-06-05,Quarterly,NA,Inforce,844.1,2025-07-25,1,1848585.32,88940.32,Less than 1 year,1,0,1,1
292,POL0000292,30,11,40,2023-10-19,2023-11-01,Half-yearly,NA,Inforce,1402.18,2024-06-24,1,899335.67,20491.85,>=2 years and <3 years,1,1,1,0
293,POL0000293,14,10,10,2024-01-15,2024-01-24,Single,NA,Inforce,2627.21,2024-06-16,4,384257.44,87688.33,>=2 years and <3 years,1,0,1,0
294,POL0000294,4,2,61,2024-06-03,2024-06-26,Single,NA,Inforce,1526.03,2025-05-28,5,377396.13,8931.83,>=1 year and <2 years,1,1,0,1
295,POL0000295,42,12,54,2025-12-22,2026-01-03,Monthly,Honoured,Inforce,5071.64,2026-04-04,2,135572.29,41895.33,Less than 1 year,1,1,1,1
296,POL0000296,25,7,11,2024-12-10,2024-12-23,Half-yearly,NA,Inforce,1975.76,2025-07-08,2,174268.82,49660.63,>=1 year and <2 years,1,0,0,1
297,POL0000297,42,6,16,2025-03-15,2025-04-08,Monthly,NA,Inforce,6288.39,2025-08-07,0,192898.22,43484.44,Less than 1 year,1,1,0,1
298,POL0000298,15,1,3,2024-09-12,2024-09-27,Yearly,NA,Inforce,1383.4,2025-03-06,2,301280.21,139520.5,>=1 year and <2 years,1,1,0,1
299,POL0000299,28,9,49,2026-01-25,2026-02-06,Half-yearly,NA,Inforce,3724.25,2026-12-19,4,480436.27,46196.64,Less than 1 year,1,1,1,0
300,POL0000300,18,4,15,2024-03-05,2024-03-12,Single,NA,Inforce,1836.95,2024-10-15,3,2034334.17,19305.21,>=2 years and <3 years,1,1,0,1
301,POL0000301,2,4,27,2024-03-29,2024-04-13,Single,NA,Inforce,1758.99,2024-09-25,0,140239.76,42524.35,>=1 year and <2 years,1,1,1,1
302,POL0000302,4,4,6,2024-01-03,2024-01-25,Monthly,NA,Inforce,1940.13,2024-06-06,0,217923.33,39165.03,>=2 years and <3 years,1,1,1,1
303,POL0000303,4,3,65,2024-11-24,2024-12-02,Yearly,NA,Lapsed,3344.81,2025-09-26,1,401887.56,204634.32,>=1 year and <2 years,1,1,0,1
304,POL0000304,37,6,74,2023-11-19,2023-12-12,Quarterly,NA,Inforce,4543.38,2024-06-18,4,91409.66,56773.81,>=2 years and <3 years,1,1,1,0
305,POL0000305,20,3,67,2024-11-02,2024-11-27,Monthly,NA,Inforce,1345.91,2025-07-05,5,223902.13,176134.12,>=1 year and <2 years,1,1,1,0
306,POL0000306,38,12,23,2025-06-29,2025-07-27,Quarterly,NA,Inforce,4181.28,2026-03-11,1,585276.32,145409.12,Less than 1 year,1,1,0,0
307,POL0000307,23,11,49,2024-02-05,2024-02-10,Half-yearly,NA,Inforce,2335.62,2024-05-23,5,527953.64,46746.11,>=2 years and <3 years,1,1,1,1
308,POL0000308,10,5,49,2024-10-28,2024-11-01,Monthly,NA,Inforce,4664.18,2025-08-22,0,345275.57,159646.14,>=1 year and <2 years,1,1,0,1
309,POL0000309,15,5,19,2024-12-22,2025-01-19,Half-yearly,Honoured,Inforce,2258.18,2025-08-18,5,109097.09,17450.6,>=1 year and <2 years,0,0,0,0
310,POL0000310,27,9,68,2025-10-15,2025-10-25,Monthly,NA,Inforce,1418.55,2026-08-04,4,2143890.31,175017.65,Less than 1 year,1,1,1,1
311,POL0000311,42,2,58,2025-02-27,2025-03-09,Half-yearly,NA,Inforce,5014.56,2025-12-31,1,206002.91,43031.17,>=1 year and <2 years,0,1,1,1
312,POL0000312,13,1,35,2024-09-01,2024-09-18,Monthly,NA,Inforce,2676.78,2025-07-02,3,115089.7,88846.17,>=1 year and <2 years,1,1,1,0
313,POL0000313,5,4,76,2026-02-27,2026-03-29,Half-yearly,NA,Inforce,1815.17,2026-05-17,2,194450.83,26772.73,Less than 1 year,1,1,1,1
314,POL0000314,22,5,2,2023-11-07,2023-12-02,Monthly,NA,Inforce,3533.59,2024-04-28,3,263162.36,34029.07,>=2 years and <3 years,1,1,0,1
315,POL0000315,31,4,78,2024-11-14,2024-11-27,Half-yearly,NA,Inforce,6165.66,2025-09-07,1,447936.2,130503.87,>=1 year and <2 years,1,1,1,1
316,POL0000316,21,5,49,2024-01-28,2024-02-10,Quarterly,NA,Inforce,1909.04,2024-07-27,1,275050.07,24650.73,>=2 years and <3 years,1,1,0,1
317,POL0000317,24,9,64,2026-03-06,2026-03-18,Quarterly,Honoured,Inforce,2142.08,2026-06-28,1,179277.27,39581.84,Less than 1 year,1,1,1,0
318,POL0000318,21,4,48,2023-12-02,2023-12-03,Monthly,NA,Lapsed,7042.55,2024-10-27,2,374821.09,14491.81,>=2 years and <3 years,1,1,1,1
319,POL0000319,10,1,34,2024-11-07,2024-11-07,Quarterly,NA,Inforce,1813.28,2025-02-10,0,559855.19,98455.82,>=1 year and <2 years,1,1,1,0
320,POL0000320,19,3,26,2024-06-08,2024-06-11,Monthly,NA,Inforce,2513.8,2024-09-14,0,1309634.02,282610.45,>=1 year and <2 years,1,0,1,0
321,POL0000321,32,9,44,2024-06-14,2024-06-20,Monthly,Honoured,Cooling Off,1375.58,2025-01-25,2,275270.84,82345.19,>=1 year and <2 years,1,0,1,0
322,POL0000322,42,12,63,2024-02-21,2024-03-22,Quarterly,Honoured,Inforce,3541.42,2024-09-04,5,176286.96,19517.01,>=2 years and <3 years,1,1,0,1
323,POL0000323,9,12,70,2024-03-26,2024-03-30,Quarterly,Honoured,Inforce,5899.35,2024-07-23,5,364490.91,23862.79,>=1 year and <2 years,0,1,1,0
324,POL0000324,42,1,68,2025-01-19,2025-01-20,Single,Honoured,Lapsed,1035.73,2025-05-15,4,160302.34,784935.16,>=1 year and <2 years,1,1,1,1
325,POL0000325,4,1,53,2025-05-24,2025-06-20,Monthly,NA,Inforce,3524.14,2026-04-10,2,174473.56,19025.28,Less than 1 year,1,1,0,1
