ClaimCaseKey,PolicyKey,OrgKey,PlanKey,AgentKey,ClaimBookedDate,ClaimPaidDate,ClaimPaymentDueDate,ClaimIntimationDate,PaymentType,ClaimType,DeathClaimType,ClaimStatus,ClaimAmountPaid,ClaimAmountPayable,PaidFinYear,IsBooked,IsPayable,IsPaid,IsPaidOnOrBeforeDueDate,IsRepudiated,IsRejected,IsCancelled,IsIntimationCancelled,OutstandingDaysAsOf,OutstandingBucket,IsOutstandingAsOf,ReinvestmentConsentFlag,ReinvestmentAmount,ClaimBookedDateKey,ClaimPaidDateKey,ClaimPaymentDueDateKey,ClaimIntimationDateKey
130,1563,4,3,6,2025-08-02,2025-10-21,2025-09-29,2025-08-01,Maturity,Maturity,,Paid,430862.04,425625.95,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20250802,20251021.0,20250929,20250801
131,786,25,11,63,2025-09-21,2025-11-26,2025-10-31,2025-09-18,Maturity,Maturity,,Paid,121402.21,118987.49,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20250921,20251126.0,20251031,20250918
132,841,18,3,25,2025-08-19,2025-10-17,2025-09-21,2025-08-13,EDC,Death,Early,Paid,744782.94,734536.27,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20250819,20251017.0,20250921,20250813
133,1228,12,4,21,2025-09-10,,2025-09-30,2025-09-06,Maturity,Maturity,,Pending,0.0,753829.02,,1,1,0,0,0,0,0,0,178,>1 Month,1,0,0.0,20250910,,20250930,20250906
134,1937,28,2,29,2025-08-28,2025-10-10,2025-11-04,2025-08-23,EDC,Death,Non-Early,Paid,806007.5,810086.9,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20250828,20251010.0,20251104,20250823
135,1950,28,8,22,2025-09-21,2025-10-30,2025-11-14,2025-09-20,Maturity,Maturity,,Paid,257479.0,251293.25,FY2025-26,1,1,1,1,0,0,0,0,0,,0,0,0.0,20250921,20251030.0,20251114,20250920
136,1742,37,11,14,2025-09-11,,2025-10-14,2025-09-07,SB,SB,,Pending,0.0,35445.65,,1,1,0,0,0,0,0,0,164,>1 Month,1,0,0.0,20250911,,20251014,20250907
137,756,16,3,50,2025-08-31,2025-10-20,2025-10-15,2025-08-27,Maturity,Maturity,,Paid,172915.08,177220.03,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20250831,20251020.0,20251015,20250827
138,968,40,11,14,2025-08-05,2025-11-07,2025-09-13,2025-07-30,SB,SB,,Paid,55973.58,57481.64,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20250805,20251107.0,20250913,20250730
139,272,3,3,54,2025-08-09,2025-11-11,2025-09-08,2025-08-08,EDC,Death,Non-Early,Paid,1128452.32,1100571.32,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20250809,20251111.0,20250908,20250808
140,502,41,10,62,2025-09-08,,2025-10-08,2025-09-04,Maturity,Maturity,,Pending,0.0,1021824.08,,1,1,0,0,0,0,0,0,170,>1 Month,1,1,789547.52,20250908,,20251008,20250904
141,496,25,3,10,2025-09-22,,2025-12-09,2025-09-20,SB,SB,,Pending,0.0,60891.64,,1,1,0,0,0,0,0,0,108,>1 Month,1,0,0.0,20250922,,20251209,20250920
142,1025,12,11,72,2025-09-21,,2025-11-04,2025-09-13,Maturity,Maturity,,Pending,0.0,379968.87,,1,1,0,0,0,0,0,0,143,>1 Month,1,1,116154.54,20250921,,20251104,20250913
143,1787,1,8,67,2025-08-11,,2025-10-01,2025-07-28,SB,SB,,Pending,0.0,117400.81,,1,1,0,0,0,0,0,0,177,>1 Month,1,0,0.0,20250811,,20251001,20250728
144,502,41,10,62,2025-08-17,,2025-09-06,2025-08-14,Maturity,Maturity,,Pending,0.0,189798.6,,1,1,0,0,0,0,0,0,202,>1 Month,1,1,106282.96,20250817,,20250906,20250814
145,15,18,7,63,2025-09-07,,2025-10-08,2025-09-02,Maturity,Maturity,,Pending,0.0,101105.43,,1,1,0,0,0,0,0,0,170,>1 Month,1,0,0.0,20250907,,20251008,20250902
146,1776,6,12,35,2025-09-22,,2025-10-14,2025-09-20,Maturity,Maturity,,Pending,0.0,159925.9,,1,1,0,0,0,0,0,0,164,>1 Month,1,0,0.0,20250922,,20251014,20250920
147,1766,25,11,14,2025-09-25,,2025-11-18,2025-09-24,Maturity,Maturity,,Pending,0.0,174479.53,,1,1,0,0,0,0,0,0,129,>1 Month,1,1,126061.54,20250925,,20251118,20250924
148,1962,18,3,34,2025-08-22,2025-11-27,2025-10-17,2025-08-20,EDC,Death,Non-Early,Paid,216403.95,221153.76,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20250822,20251127.0,20251017,20250820
149,1696,41,10,14,2025-09-06,,2025-11-05,2025-09-05,Maturity,Maturity,,Pending,0.0,138316.99,,1,1,0,0,0,0,0,0,142,>1 Month,1,1,114701.86,20250906,,20251105,20250905
150,1663,14,11,34,2025-08-19,2025-11-16,2025-10-27,2025-08-09,Maturity,Maturity,,Paid,89519.28,89107.83,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20250819,20251116.0,20251027,20250809
151,819,24,3,11,2025-09-03,,2025-10-25,2025-08-29,Maturity,Maturity,,Pending,0.0,150856.74,,1,1,0,0,0,0,0,0,153,>1 Month,1,0,0.0,20250903,,20251025,20250829
152,878,40,6,17,2025-08-27,,2025-11-07,2025-08-15,SB,SB,,Pending,0.0,83486.64,,1,1,0,0,0,0,0,0,140,>1 Month,1,0,0.0,20250827,,20251107,20250815
153,299,28,9,49,2025-08-28,2025-10-13,2025-10-26,2025-08-25,SB,SB,,Paid,59203.43,60945.65,FY2025-26,1,1,1,1,0,0,0,0,0,,0,0,0.0,20250828,20251013.0,20251026,20250825
154,751,23,8,70,2025-09-19,,2025-10-18,2025-09-06,Maturity,Maturity,,Pending,0.0,253727.48,,1,1,0,0,0,0,0,0,160,>1 Month,1,0,0.0,20250919,,20251018,20250906
155,291,4,8,17,2025-09-21,2025-10-22,2025-10-12,2025-09-07,SB,SB,,Paid,86149.73,88361.07,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20250921,20251022.0,20251012,20250907
156,542,19,5,54,2025-08-03,2025-10-20,2025-09-22,2025-07-20,NEDC,Death,Non-Early,Paid,463879.53,459254.07,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20250803,20251020.0,20250922,20250720
157,1551,25,3,15,2025-09-15,,2025-11-03,2025-09-07,NEDC,Death,Non-Early,Pending,0.0,833166.67,,1,1,0,0,0,0,0,0,144,>1 Month,1,0,0.0,20250915,,20251103,20250907
158,1613,27,9,64,2025-09-21,2025-11-21,2025-11-02,2025-09-11,Maturity,Maturity,,Paid,143038.64,139317.24,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20250921,20251121.0,20251102,20250911
159,1218,22,1,14,2025-08-14,2025-10-23,2025-09-09,2025-08-07,EDC,Death,Non-Early,Paid,500891.53,489424.44,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20250814,20251023.0,20250909,20250807
160,453,9,4,38,2025-09-24,2025-11-17,2025-11-12,2025-09-17,SB,SB,,Paid,79972.62,79515.82,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20250924,20251117.0,20251112,20250917
161,629,1,2,45,2025-08-13,2025-11-05,2025-10-02,2025-08-06,SB,SB,,Paid,163667.79,159471.75,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20250813,20251105.0,20251002,20250806
162,974,8,10,69,2025-09-24,,2025-12-02,2025-09-18,Maturity,Maturity,,Pending,0.0,651866.56,,1,1,0,0,0,0,0,0,115,>1 Month,1,0,0.0,20250924,,20251202,20250918
163,317,24,9,64,2025-08-21,2025-10-02,2025-09-23,2025-08-07,Maturity,Maturity,,Paid,158846.57,162648.39,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20250821,20251002.0,20250923,20250807
164,1245,28,1,51,2025-09-27,,2025-12-11,2025-09-14,NEDC,Death,Early,Pending,0.0,734715.31,,1,1,0,0,0,0,0,0,106,>1 Month,1,0,0.0,20250927,,20251211,20250914
165,58,37,5,57,2025-09-07,2025-10-22,2025-11-07,2025-09-03,SB,SB,,Paid,119020.25,122484.66,FY2025-26,1,1,1,1,0,0,0,0,0,,0,0,0.0,20250907,20251022.0,20251107,20250903
166,1197,33,4,63,2025-09-14,2025-10-06,2025-11-29,2025-09-10,NEDC,Death,Non-Early,Paid,473893.44,478293.18,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20250914,20251006.0,20251129,20250910
167,1992,25,12,37,2025-08-10,2025-11-28,2025-09-20,2025-08-06,NEDC,Death,Non-Early,Paid,1684214.4,1733951.4,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20250810,20251128.0,20250920,20250806
168,1773,3,4,37,2025-08-29,2025-11-08,2025-10-26,2025-08-28,SB,SB,,Paid,104331.6,106084.06,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20250829,20251108.0,20251026,20250828
169,360,14,8,38,2025-09-16,,2025-10-07,2025-09-08,Maturity,Maturity,,Pending,0.0,325890.76,,1,1,0,0,0,0,0,0,171,>1 Month,1,0,0.0,20250916,,20251007,20250908
170,30,41,8,20,2025-08-01,,2025-09-02,2025-07-26,Maturity,Maturity,,Pending,0.0,437864.86,,1,1,0,0,0,0,0,0,206,>1 Month,1,0,0.0,20250801,,20250902,20250726
171,702,34,5,25,2025-08-15,2025-11-18,2025-09-29,2025-08-02,EDC,Death,Early,Paid,327890.58,329473.57,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20250815,20251118.0,20250929,20250802
172,1247,36,5,41,2025-08-30,2025-10-15,2025-10-05,2025-08-16,SB,SB,,Paid,123985.32,120685.46,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20250830,20251015.0,20251005,20250816
173,731,41,9,69,2025-08-18,2025-10-13,2025-09-10,2025-08-08,Maturity,Maturity,,Paid,298671.73,307799.54,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20250818,20251013.0,20250910,20250808
174,1519,18,3,29,2025-08-02,2025-11-19,2025-10-12,2025-07-25,NEDC,Death,Early,Paid,415287.28,403338.03,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20250802,20251119.0,20251012,20250725
175,1040,11,12,69,2025-08-11,2025-10-07,2025-10-29,2025-07-31,EDC,Death,Non-Early,Paid,325059.6,327604.25,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20250811,20251007.0,20251029,20250731
176,502,41,10,62,2025-08-01,2025-11-13,2025-08-24,2025-07-24,EDC,Death,Early,Paid,977290.84,974807.94,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20250801,20251113.0,20250824,20250724
177,364,27,9,5,2025-09-25,,2025-10-15,2025-09-21,NEDC,Death,Early,Pending,0.0,358682.05,,1,1,0,0,0,0,0,0,163,>1 Month,1,0,0.0,20250925,,20251015,20250921
178,1522,19,9,35,2025-08-15,,2025-10-19,2025-08-05,EDC,Death,Non-Early,Pending,0.0,1405470.51,,1,1,0,0,0,0,0,0,159,>1 Month,1,0,0.0,20250815,,20251019,20250805
179,125,6,6,78,2025-08-21,,2025-11-03,2025-08-13,NEDC,Death,Non-Early,Pending,0.0,379447.53,,1,1,0,0,0,0,0,0,144,>1 Month,1,0,0.0,20250821,,20251103,20250813
180,202,3,11,25,2025-08-05,2025-11-26,2025-10-11,2025-07-26,Maturity,Maturity,,Paid,231757.8,231426.39,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20250805,20251126.0,20251011,20250726
181,1618,27,4,27,2025-08-29,,2025-10-20,2025-08-19,Maturity,Maturity,,Pending,0.0,225754.53,,1,1,0,0,0,0,0,0,158,>1 Month,1,0,0.0,20250829,,20251020,20250819
182,980,32,9,58,2025-08-30,,2025-11-10,2025-08-18,NEDC,Death,Early,Pending,0.0,322522.42,,1,1,0,0,0,0,0,0,137,>1 Month,1,0,0.0,20250830,,20251110,20250818
183,205,34,5,11,2025-08-11,,2025-09-11,2025-08-09,Maturity,Maturity,,Pending,0.0,112210.42,,1,1,0,0,0,0,0,0,197,>1 Month,1,0,0.0,20250811,,20250911,20250809
184,1226,27,11,47,2025-08-11,,2025-10-01,2025-07-30,Maturity,Maturity,,Pending,0.0,310533.99,,1,1,0,0,0,0,0,0,177,>1 Month,1,0,0.0,20250811,,20251001,20250730
185,1192,4,12,10,2025-08-03,2025-11-27,2025-09-10,2025-08-02,Maturity,Maturity,,Paid,385290.02,375082.23,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20250803,20251127.0,20250910,20250802
186,1593,30,11,52,2025-09-04,2025-10-16,2025-10-11,2025-09-02,Maturity,Maturity,,Paid,191390.0,188160.97,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20250904,20251016.0,20251011,20250902
187,516,27,2,54,2025-09-15,,2025-11-07,2025-09-06,SB,SB,,Pending,0.0,28260.9,,1,1,0,0,0,0,0,0,140,>1 Month,1,0,0.0,20250915,,20251107,20250906
188,1009,30,7,22,2025-09-25,2025-11-26,2025-11-26,2025-09-21,Maturity,Maturity,,Paid,373438.28,367278.91,FY2025-26,1,1,1,1,0,0,0,0,0,,0,0,0.0,20250925,20251126.0,20251126,20250921
189,1054,25,6,2,2025-09-04,,2025-10-02,2025-08-31,NEDC,Death,Early,Pending,0.0,1199018.04,,1,1,0,0,0,0,0,0,176,>1 Month,1,0,0.0,20250904,,20251002,20250831
190,699,15,6,11,2025-09-04,2025-10-24,2025-10-18,2025-08-23,NEDC,Death,Early,Paid,207736.17,213130.4,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20250904,20251024.0,20251018,20250823
191,999,13,2,20,2025-09-17,2025-10-24,2025-10-10,2025-09-15,NEDC,Death,Early,Paid,485367.04,490101.57,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20250917,20251024.0,20251010,20250915
192,135,31,4,14,2025-09-19,,2025-11-01,2025-09-15,SB,SB,,Pending,0.0,151469.03,,1,1,0,0,0,0,0,0,146,>1 Month,1,0,0.0,20250919,,20251101,20250915
193,194,6,9,47,2025-09-22,2025-11-24,2025-11-15,2025-09-14,SB,SB,,Paid,37573.57,38578.44,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20250922,20251124.0,20251115,20250914
194,1307,15,4,64,2025-08-21,2025-10-12,2025-10-27,2025-08-15,Maturity,Maturity,,Paid,357153.86,352128.84,FY2025-26,1,1,1,1,0,0,0,0,0,,0,0,0.0,20250821,20251012.0,20251027,20250815
195,1595,42,1,17,2025-08-19,,2025-11-06,2025-08-06,EDC,Death,Non-Early,Pending,0.0,431395.71,,1,1,0,0,0,0,0,0,141,>1 Month,1,0,0.0,20250819,,20251106,20250806
196,1028,18,9,55,2025-09-08,,2025-10-15,2025-08-26,EDC,Death,Non-Early,Pending,0.0,583852.87,,1,1,0,0,0,0,0,0,163,>1 Month,1,0,0.0,20250908,,20251015,20250826
197,1900,2,10,6,2025-08-13,2025-11-16,2025-09-05,2025-08-02,Maturity,Maturity,,Paid,193985.38,198993.69,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20250813,20251116.0,20250905,20250802
198,321,32,9,44,2025-09-11,,2025-11-29,2025-09-01,EDC,Death,Early,Pending,0.0,770034.04,,1,1,0,0,0,0,0,0,118,>1 Month,1,0,0.0,20250911,,20251129,20250901
199,1250,42,7,26,2025-09-05,,2025-10-16,2025-09-01,Maturity,Maturity,,Pending,0.0,242675.63,,1,1,0,0,0,0,0,0,162,>1 Month,1,0,0.0,20250905,,20251016,20250901
200,1960,28,10,40,2025-09-28,,2025-10-22,2025-09-16,Maturity,Maturity,,Pending,0.0,379213.67,,1,1,0,0,0,0,0,0,156,>1 Month,1,1,158231.29,20250928,,20251022,20250916
201,1339,3,8,29,2025-09-28,,2025-11-23,2025-09-27,Maturity,Maturity,,Pending,0.0,123925.79,,1,1,0,0,0,0,0,0,124,>1 Month,1,0,0.0,20250928,,20251123,20250927
202,1597,35,12,44,2025-08-03,,2025-09-27,2025-08-01,Maturity,Maturity,,Pending,0.0,255375.04,,1,1,0,0,0,0,0,0,181,>1 Month,1,0,0.0,20250803,,20250927,20250801
203,1911,34,12,28,2025-09-04,2025-11-12,2025-11-15,2025-08-29,NEDC,Death,Early,Paid,107976.81,110496.14,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20250904,20251112.0,20251115,20250829
204,684,10,10,13,2025-09-10,2025-11-21,2025-11-03,2025-09-04,Maturity,Maturity,,Paid,319638.6,325230.27,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20250910,20251121.0,20251103,20250904
205,631,8,7,33,2025-09-17,,2025-11-23,2025-09-11,Maturity,Maturity,,Pending,0.0,202355.66,,1,1,0,0,0,0,0,0,124,>1 Month,1,0,0.0,20250917,,20251123,20250911
206,1562,18,6,36,2025-09-02,,2025-11-01,2025-08-21,Maturity,Maturity,,Pending,0.0,125326.44,,1,1,0,0,0,0,0,0,146,>1 Month,1,1,89260.13,20250902,,20251101,20250821
207,114,26,5,25,2025-09-11,2025-10-19,2025-10-10,2025-09-03,SB,SB,,Paid,80358.51,80435.25,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20250911,20251019.0,20251010,20250903
208,1997,23,11,37,2025-09-30,2025-10-06,2025-12-04,2025-09-16,Maturity,Maturity,,Paid,239869.67,240643.24,FY2025-26,1,1,1,1,0,0,0,0,0,,0,0,0.0,20250930,20251006.0,20251204,20250916
209,1677,28,11,37,2025-08-23,2025-11-06,2025-09-17,2025-08-16,Maturity,Maturity,,Paid,164217.41,167746.68,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20250823,20251106.0,20250917,20250816
210,604,12,12,17,2025-08-18,,2025-09-14,2025-08-07,SB,SB,,Pending,0.0,82647.43,,1,1,0,0,0,0,0,0,194,>1 Month,1,0,0.0,20250818,,20250914,20250807
211,660,38,4,5,2025-09-18,2025-11-15,2025-10-09,2025-09-11,Maturity,Maturity,,Paid,425115.1,436338.42,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20250918,20251115.0,20251009,20250911
212,1143,28,4,19,2025-08-26,2025-10-14,2025-10-15,2025-08-13,Maturity,Maturity,,Paid,206294.81,205029.75,FY2025-26,1,1,1,1,0,0,0,0,0,,0,0,0.0,20250826,20251014.0,20251015,20250813
213,1265,33,9,16,2025-09-25,,2025-11-08,2025-09-11,Maturity,Maturity,,Pending,0.0,530097.69,,1,1,0,0,0,0,0,0,139,>1 Month,1,0,0.0,20250925,,20251108,20250911
214,219,24,9,29,2025-08-04,2025-11-29,2025-09-30,2025-07-29,NEDC,Death,Non-Early,Paid,207229.75,209985.35,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20250804,20251129.0,20250930,20250729
215,1950,28,8,22,2025-08-04,,2025-10-09,2025-07-26,SB,SB,,Pending,0.0,32293.9,,1,1,0,0,0,0,0,0,169,>1 Month,1,0,0.0,20250804,,20251009,20250726
216,1600,7,9,38,2025-09-01,2025-10-16,2025-10-31,2025-08-21,Maturity,Maturity,,Paid,302653.8,300120.73,FY2025-26,1,1,1,1,0,0,0,0,0,,0,0,0.0,20250901,20251016.0,20251031,20250821
217,574,4,2,23,2025-09-06,,2025-10-25,2025-08-26,SB,SB,,Pending,0.0,138404.4,,1,1,0,0,0,0,0,0,153,>1 Month,1,0,0.0,20250906,,20251025,20250826
218,122,33,10,14,2025-09-06,,2025-10-09,2025-08-23,NEDC,Death,Non-Early,Pending,0.0,252415.9,,1,1,0,0,0,0,0,0,169,>1 Month,1,0,0.0,20250906,,20251009,20250823
219,898,34,2,1,2025-08-12,,2025-10-01,2025-08-03,SB,SB,,Pending,0.0,84523.79,,1,1,0,0,0,0,0,0,177,>1 Month,1,0,0.0,20250812,,20251001,20250803
220,967,26,3,63,2025-08-28,2025-10-12,2025-09-28,2025-08-16,NEDC,Death,Non-Early,Paid,1725814.18,1699385.15,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20250828,20251012.0,20250928,20250816
221,1790,4,12,27,2025-09-22,,2025-11-30,2025-09-17,EDC,Death,Early,Pending,0.0,770412.92,,1,1,0,0,0,0,0,0,117,>1 Month,1,0,0.0,20250922,,20251130,20250917
222,898,34,2,1,2025-09-08,,2025-10-04,2025-09-01,NEDC,Death,Early,Pending,0.0,879915.86,,1,1,0,0,0,0,0,0,174,>1 Month,1,0,0.0,20250908,,20251004,20250901
223,288,37,2,8,2025-08-27,,2025-10-04,2025-08-22,SB,SB,,Pending,0.0,119587.04,,1,1,0,0,0,0,0,0,174,>1 Month,1,0,0.0,20250827,,20251004,20250822
224,1784,2,9,4,2025-09-09,,2025-11-18,2025-09-05,SB,SB,,Pending,0.0,99247.21,,1,1,0,0,0,0,0,0,129,>1 Month,1,0,0.0,20250909,,20251118,20250905
225,1961,36,9,26,2025-09-10,2025-10-26,2025-11-03,2025-08-29,SB,SB,,Paid,63548.26,62835.29,FY2025-26,1,1,1,1,0,0,0,0,0,,0,0,0.0,20250910,20251026.0,20251103,20250829
226,378,5,10,14,2025-08-15,,2025-10-06,2025-08-03,NEDC,Death,Non-Early,Pending,0.0,1621461.76,,1,1,0,0,0,0,0,0,172,>1 Month,1,0,0.0,20250815,,20251006,20250803
227,683,2,4,67,2025-09-11,2025-10-05,2025-10-20,2025-08-29,NEDC,Death,Early,Paid,1315294.65,1277457.73,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20250911,20251005.0,20251020,20250829
228,245,9,2,51,2025-09-12,2025-11-27,2025-11-12,2025-09-04,Maturity,Maturity,,Paid,306389.15,306174.52,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20250912,20251127.0,20251112,20250904
229,1651,27,9,58,2025-08-31,,2025-11-15,2025-08-21,Maturity,Maturity,,Pending,0.0,84275.02,,1,1,0,0,0,0,0,0,132,>1 Month,1,1,25462.96,20250831,,20251115,20250821
230,1704,10,4,47,2025-09-14,2025-10-24,2025-11-17,2025-09-07,Maturity,Maturity,,Paid,644497.7,655808.53,FY2025-26,1,1,1,1,0,0,0,0,0,,0,0,0.0,20250914,20251024.0,20251117,20250907
231,1159,31,12,18,2025-08-06,,2025-09-08,2025-08-01,Maturity,Maturity,,Pending,0.0,294307.54,,1,1,0,0,0,0,0,0,200,>1 Month,1,0,0.0,20250806,,20250908,20250801
232,1966,21,2,7,2025-09-17,2025-11-17,2025-10-24,2025-09-13,Maturity,Maturity,,Paid,642611.34,660215.85,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20250917,20251117.0,20251024,20250913
233,579,27,11,22,2025-08-16,2025-10-02,2025-09-15,2025-08-14,Maturity,Maturity,,Paid,518099.42,533100.42,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20250816,20251002.0,20250915,20250814
234,1158,42,3,77,2025-08-25,2025-11-20,2025-09-17,2025-08-23,EDC,Death,Early,Paid,172492.76,177120.41,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20250825,20251120.0,20250917,20250823
235,1250,42,7,26,2025-08-21,2025-10-07,2025-10-19,2025-08-14,Maturity,Maturity,,Paid,99011.97,101319.98,FY2025-26,1,1,1,1,0,0,0,0,0,,0,0,0.0,20250821,20251007.0,20251019,20250814
236,1572,17,9,45,2025-09-11,2025-11-03,2025-11-08,2025-09-08,Maturity,Maturity,,Paid,144543.86,143019.05,FY2025-26,1,1,1,1,0,0,0,0,0,,0,0,0.0,20250911,20251103.0,20251108,20250908
237,925,23,2,75,2025-08-31,2025-11-07,2025-10-30,2025-08-27,SB,SB,,Paid,43609.52,42379.54,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20250831,20251107.0,20251030,20250827
238,150,5,6,74,2025-09-01,,2025-09-28,2025-08-21,NEDC,Death,Non-Early,Pending,0.0,683131.14,,1,1,0,0,0,0,0,0,180,>1 Month,1,0,0.0,20250901,,20250928,20250821
239,1822,35,6,3,2025-09-09,,2025-10-14,2025-08-31,EDC,Death,Non-Early,Pending,0.0,806794.11,,1,1,0,0,0,0,0,0,164,>1 Month,1,0,0.0,20250909,,20251014,20250831
240,39,34,6,55,2025-09-26,2025-11-24,2025-11-29,2025-09-14,NEDC,Death,Early,Paid,2146500.84,2100377.74,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20250926,20251124.0,20251129,20250914
241,1753,39,5,1,2025-09-26,,2025-10-19,2025-09-16,NEDC,Death,Early,Pending,0.0,397770.47,,1,1,0,0,0,0,0,0,159,>1 Month,1,0,0.0,20250926,,20251019,20250916
242,1577,25,7,78,2025-09-29,,2025-11-03,2025-09-24,SB,SB,,Pending,0.0,120299.47,,1,1,0,0,0,0,0,0,144,>1 Month,1,0,0.0,20250929,,20251103,20250924
243,1830,6,9,62,2025-08-12,,2025-10-12,2025-08-08,SB,SB,,Pending,0.0,134041.82,,1,1,0,0,0,0,0,0,166,>1 Month,1,0,0.0,20250812,,20251012,20250808
244,387,13,7,72,2025-08-03,,2025-09-13,2025-07-23,SB,SB,,Pending,0.0,66239.41,,1,1,0,0,0,0,0,0,195,>1 Month,1,0,0.0,20250803,,20250913,20250723
245,632,24,9,66,2025-08-23,,2025-11-10,2025-08-09,EDC,Death,Early,Pending,0.0,1097594.18,,1,1,0,0,0,0,0,0,137,>1 Month,1,0,0.0,20250823,,20251110,20250809
246,1107,22,9,70,2025-08-17,2025-10-10,2025-09-12,2025-08-03,NEDC,Death,Non-Early,Paid,852341.06,863606.29,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20250817,20251010.0,20250912,20250803
247,1348,34,10,56,2025-09-04,2025-11-15,2025-11-04,2025-08-23,EDC,Death,Non-Early,Paid,872548.14,854788.84,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20250904,20251115.0,20251104,20250823
248,478,13,8,70,2025-08-18,,2025-10-23,2025-08-13,SB,SB,,Pending,0.0,73706.12,,1,1,0,0,0,0,0,0,155,>1 Month,1,0,0.0,20250818,,20251023,20250813
249,1582,16,4,69,2025-08-22,2025-11-05,2025-11-03,2025-08-08,Maturity,Maturity,,Paid,651004.01,641187.74,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20250822,20251105.0,20251103,20250808
250,253,38,10,30,2025-09-07,,2025-11-01,2025-08-28,SB,SB,,Pending,0.0,114121.51,,1,1,0,0,0,0,0,0,146,>1 Month,1,0,0.0,20250907,,20251101,20250828
251,53,36,2,21,2025-08-12,,2025-10-23,2025-08-07,Maturity,Maturity,,Pending,0.0,421777.9,,1,1,0,0,0,0,0,0,155,>1 Month,1,0,0.0,20250812,,20251023,20250807
252,780,17,9,47,2025-09-20,,2025-11-12,2025-09-11,NEDC,Death,Early,Pending,0.0,434911.47,,1,1,0,0,0,0,0,0,135,>1 Month,1,0,0.0,20250920,,20251112,20250911
253,422,16,8,50,2025-08-27,,2025-11-05,2025-08-25,SB,SB,,Pending,0.0,140823.58,,1,1,0,0,0,0,0,0,142,>1 Month,1,0,0.0,20250827,,20251105,20250825
254,191,40,8,9,2025-08-21,,2025-10-16,2025-08-07,SB,SB,,Pending,0.0,260590.64,,1,1,0,0,0,0,0,0,162,>1 Month,1,0,0.0,20250821,,20251016,20250807
255,334,42,6,73,2025-08-19,2025-11-12,2025-10-09,2025-08-16,SB,SB,,Paid,69467.46,68292.18,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20250819,20251112.0,20251009,20250816
